ID,Language_ID,Description,Filename,URL,mimetype,size
077ee76dd1ba4999afba4a06df5e3e1a,,Taxa: <Parkinsonia praecox>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-5E24-BB15-C36F-0/FSL482_i__2.JPG,image/jpeg,3928199
078ddb7efde794ae4b8b79350466ab18,,Taxa: <Tillandsia ionantha>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-3155-1A02-B37D-0/FSL391_h_.JPG,image/jpeg,5535834
07afbb2394b97c7ce4ad819838247908,,,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-6729-0089-0EC9-0/cumbriu.mp3,audio/mpeg,1980298
07bb06e9fc18593e78861504c6ba5410,,Taxa: <Euphorbia guiengola>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-4615-5B3A-2CFB-0/FSL242_d_.JPG,image/jpeg,3497305
07da2c34a48ac26a8e74c4c9e20e23bd,,Taxa: <Pterocarpus orbiculatus>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-BA1B-3CC8-F337-0/FSL651_a_.JPG,image/jpeg,3530190
07fed9323c4486934444d0491a5189ee,,Taxa: <Calycophyllum candidissimum>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-385E-4691-BE50-0/FSL765_c_.JPG,image/jpeg,3080485
08125f01ee991d477dd88a757b879541,,Taxa: <Peniocereus oaxacensis>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-A909-6274-B7F3-0/FSL1240_h_.JPG,image/jpeg,6689465
08188fdf04f9237f2ceacdfead8cd199,,Taxa: <Combretum farinosum>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-E1D9-A293-D9CA-0/FSL528_e_.JPG,image/jpeg,4511942
083613b68186bb38b74b83f4fc33de49,,,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-EEE6-2D01-BA0B-0/bidxi_dxinya.mp3,audio/mpeg,1769230
088f153f3099579947cf1e4f41a7962b,,Taxa: <Turnera ulmifolia>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-BDC8-23F5-6C12-0/FSL372_b_.JPG,image/jpeg,3714690
08916acd4397f6ba4b28cb3c77eb026c,,Taxa: <Astianthus viminalis>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-B8EE-5523-B6C1-0/FSL1229_b_.JPG,image/jpeg,3868820
089f72205022efa1806d914e84b3f803,,Taxa: <Caesalpinia velutina>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-1E44-7999-06DB-0/FSL079_c_.JPG,image/jpeg,3890229
08a6bc5e30d26c8e4a38b42a862b0ca7,,Taxa: <Havardia pallens>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-3784-85AC-6968-0/FSL904_a_.JPG,image/jpeg,2888304
08cdadefb6736d2aa15cc1e2f7d43f37,,Taxa: <Diospyros aequoris>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-E69E-A522-1B67-0/FSL736_h_.JPG,image/jpeg,3980809
08dbfc5b727ef19d29f1bf776f569f33,,Taxa: <Fridericia mollissima>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-F6CF-9F8C-4AA2-0/FSL605_b_.JPG,image/jpeg,2961941
08f0857aae3de29f68aa19afff2251da,,Taxa: <Mimosa hexandra>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-6D99-0F32-9208-0/FSL566_c_.JPG,image/jpeg,4641617
08fe25ecd98df106f1ac954a2d732de5,,Taxa: <Combretum fruticosum>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-31AF-37AF-BECC-0/FSL912_b_.JPG,image/jpeg,3588553
0923786a66a5d8c75b2940b805c2b661,,Taxa: <Manilkara zapota>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-1572-8ACD-DC10-0/FSL513_f__2.JPG,image/jpeg,3664708
0973e725f2142f7d124f690ee04f8197,,Taxa: <Caesalpinia velutina>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-EB10-8CC5-CD1E-0/FSL046_d_.JPG,image/jpeg,5987363
0990d6c5d208d4ec8acbda5eecaa0ba8,,Taxa: <Morinda citrifolia>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-DDC5-14E0-0C37-0/FSL850_b_.JPG,image/jpeg,3485329
0990dd487d5d68d91c9b9b153d533456,,Taxa: <Moringa oleifera>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-6C3F-4760-6D05-0/FSL1066_b_.JPG,image/jpeg,4400962
09aeaaaa8bd5be2769652d84e6337c05,,Taxa: <Euphorbia tithymaloides>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-6270-0A97-BE32-0/FSL625_i_.JPG,image/jpeg,2160313
09b2603618779de8becd51bcc1664860,,Taxa: <Pristimera celastroides>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-F45B-B994-DC8B-0/FSL1111_a_.JPG,image/jpeg,3098129
09daa19d422183647a69cd2a088e9642,,Taxa: <Karwinskia humboldtiana>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-A712-D52D-F146-0/FSL729_e_.JPG,image/jpeg,3900675
09e573db7467fbb871a6254257a998df,,Taxa: <Jasminum sambac>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-A3D1-1CEE-CDCC-0/FSL1143_f_.JPG,image/jpeg,3161847
0a1a0acf1bb4e61c960ec215ddc4b9e4,,Taxa: <Chloroleucon mangense>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-03D6-8463-DEDA-0/FSL260_e_.JPG,image/jpeg,4041673
0a3272c69502037cff51737d44363d31,,Taxa: <Agave nizandensis>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-58D2-D722-C937-0/FSL1102_b_.JPG,image/jpeg,2720018
0a7c743275651dbbc423677ff668b673,,,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-46E8-375D-C289-0/zee_huiini.mp3,audio/mpeg,1962536
0a8426c68780611f7b098d5d588778ec,,Taxa: <Crataeva tapia>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-3B32-E801-F42E-0/FSL304_f_.JPG,image/jpeg,3540972
0a9239c8eeea7da4ed54c4cbffcfae79,,Taxa: <Diospyros digyna>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-4F2F-884F-E9F5-0/FSL1189_d_.JPG,image/jpeg,3727629
0a9fae1da2d949f7a18237b96f7f97a9,,Taxa: <Ficus petiolaris>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-F564-B6E4-E2C1-0/FSL598_b_.JPG,image/jpeg,3073865
0aa6b5ed5c26c138fd073abecc857c3d,,Taxa: <Acacia pringlei>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-E275-E2F8-F62C-0/FSL494_b_.JPG,image/jpeg,3856047
0ad12d01d592d63a4ae391a98b514854,,Taxa: <Mimosa hexandra>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-1E1A-3457-7A83-0/FSL104_c_.JPG,image/jpeg,3708763
0ad99baf7e13a1cc5a9ed90d049ad96f,,Taxa: <Senna skinneri>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-CFBC-1F5F-4D2A-0/FSL054_a_.JPG,image/jpeg,5714379
0ae1e0f573e2b64d09633301f8a875fc,,Taxa: <Martynia annua>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-6E6B-6B22-C3F7-0/FSL1225_g_.JPG,image/jpeg,4948400
0b0027cae2a0f58a654a58a27a645d52,,Taxa: <Turnera ulmifolia>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-3935-C112-D911-0/FSL745_c_.JPG,image/jpeg,3605390
0b10098538c8a911410329e0cbc8ed11,,Taxa: <Peniocereus oaxacensis>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-E444-9AB8-F310-0/FSL1240_j_.JPG,image/jpeg,6814258
0b1922aa2472614bfd9b3eeba596f132,,Taxa: <Jacquemontia mexicana>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-8D6A-3D7F-F9D1-0/FSL272_c_.JPG,image/jpeg,4861004
0b26b48064cdb845ab127ad7dc2400d8,,Taxa: <Malpighia mexicana>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-9CC1-3025-3041-0/FSL1103_a_.JPG,image/jpeg,3212884
0b5a1b20cc3bd95c0e5ae9372481c34e,,Taxa: <Pithecellobium dulce>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-EF69-9334-C958-0/FSL286_f_.JPG,image/jpeg,3200951
0b5c916c44b6da85a02df7d95f188598,,Taxa: <Guettarda>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-24D5-F04E-3D89-0/FSL619_e_.JPG,image/jpeg,3499778
0b79efd2706110471ee9ae853ead7135,,Taxa: <Pseudobombax ellipticum>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-6B91-221D-B2DB-0/FSL1360_g_.JPG,image/jpeg,4312609
