ID,Language_ID,Headword,Part_Of_Speech,HeadwordPDLMA,Sources
E0837,zai,trompo'po',s,tro-mpo!7po,EJG;JLC;ND;VP;RLC07;RLC10;FSL14;RLC14;RLL14
E0839,zai,tulipan,s,tuli-pa!n,RLC04;RLC10;CS12
E0840,zai,tulipan gui'xhi',s,tulipa!n gi7xi,BSL12;FSL12
E0838,zai,tule,s,tu*lle,JLC;RGL03;RLC10;FSL12;VC17
E1207,zai,xa'na' bandaga,s,zha7na ba-ndaga,VC17
E0844,zai,xa'na' guie',s,zha7na gye7,RGL03;RLC04;RLC10
E0845,zai,xandie,s,zha-ndye!,EJG;VP;RGL03;RLC10
E0852,zai,xcancha yaga,s,x.kaa*ncha* yaga,JLC;RLC10;RLC14;VC17
E0853,zai,xcola beenda',s,x.ko*lla beenda,JLC;RLC10
E0855,zai,xcola ziña,s,x.ko*lla zinya,RGL03;RLC04;RLC10
E0858,zai,xcu,s,x.ku,EJG;VP;RGL03;RLC04;RLC10
E0859,zai,xcu be'te',s,x.ku be7te,JLC;FSL12;RLC14;VOT14;FSL15;RLC15;VOT15
E0861,zai,xcu cue' yaga,s,x.ku kwe7 yaga,RGL03;RLC04;RLC10
E0862,zai,xcu guitu xembe',s,x.ku gitu zhembe!7,JLC
E0863,zai,xcu huiini',s,x.ku wiini,RGL03;RLC04;RLC10
E0864,zai,xcu mayor,s,x.ku ma-yo!rr,RGL03;RLC04;RLC10
E0865,zai,xcu nite,s,x.ku nite,JLC;RLC10
E0867,zai,xcu ziña,s,x.ku zinya,JLC;RLC10
E0883,zai,xcuaana',s,x.kwana!7,RLC10;VC17
E0875,zai,xcuaana' bata,s,x.kwa(a)na bata,JLC;VP;VC17
E0876,zai,xcuaana' be'za yaga,s,x.kwaana be'za yaga,JLC;RLC10;RLC14
E0877,zai,xcuaana' bi'cu' yu'ba',s,x.kwaana bi7ku (yu!7ba),EJG;JLC;ND;RLC10;FSL15
E0878,zai,xcuaana' biichi,s,x.kwaana biichi*,EJG;RLC10;FSL12;RLC14;FSL15
E0882,zai,xcuaana' gui'xhi',s,x.kwaana gi7xi,EJG;RLC10;VC17
E0880,zai,xcuaana' guiyu,s,x.kwaana gi!yu,FSL13
E0884,zai,xcui,s,x.kwi,JLC;VC17
E0871,zai,xcuuchi,s,x.kuuchi*,EJG;JLC;VP;RGL03;RLC04;RLC10;RLC14;VOT14;VC17
E0847,zai,xeedxe',s,zheedxe ~ zheedxe wiini,EJG;JLC;VP;RLC04;RLC10;FSL12;FSL17
E0851,zai,xhaga la,s,xaga! la*,EJG;JLC;ND;VP;RLC10;FSL14
E0886,zai,xhidxi huada',s,x.zhidxi wada!7,RLC10;BSL12;FSL12;VOT12
E1096,zai,xhidxiña,s,xi dxi*nya*,FSL14
E0909,zai,xhtuza niñu,s,x.tuuza ni*nyu,RLC04;RLC10;FSL14;VC17
E1051,zai,xiaa,s,zhyaa*,EJG;JLC;ND;VP;RGL03;RLC10
E1052,zai,xiaa tule,s,zhyaa* tu*lle,RGL03;RLC10
E0913,zai,xiga,s,zhiga,EJG;JLC;VP;RLC04;RLC10
E0914,zai,xiga ba,s,zhiga ba,EJG;JLC;VP;RLC10
E0915,zai,xiga be,s,zhiga be,EJG;JLC;VP;RLC10;RLC14;VC17
E1252,zai,xiga bidxaxa,s,zhiga bi-dxa*dxa*,VC17
E1259,zai,xiga bizunu,s,zhiga bi-zunu,VC17
E0916,zai,xiga giiru',s,zhiga giiru,JLC;RLC10
E0917,zai,xiga gueta,s,zhiga geta,JLC;RLC10;VOT14
E0711,zai,xiga ndo'pa',s,(zhiga) ndo!7pa,EJG;VP;RLC10;RLC14;VOT14;VC17
E0920,zai,xiiñi',s,zhiinyi,JLC;RGL03;RLC10
E0921,zai,xiiñi' biduaa,s,zhiinyi bi-dwaa,RGL03;RLC04;RLC10;VC17
E0924,zai,xiiñi' nisa,s,zhiinyi nisa,JLC;VC17
E0598,zai,xla'sa' luba',s,x.la7sa lu-ba7,FSL14
E0597,zai,xlasa bizaa,s,x.laza bi-zaa,JLC;RLC10
E1023,zai,xlaza,s,j.laza,JLC;RLC10;FSL14
E0599,zai,xlo'mo' ziña,s,j.lo!7mo zinya,RLC10
E1024,zai,xluxu,s,j.luzhu,ND;VP;RLC10
E0601,zai,xnisa cuananaxhi,s,j.nisa kwaana=naxi,JLC;RLC10
E0602,zai,xnisa nite,s,j.nisa nite,JLC;RLC10;VC17
E1137,zai,xolo,s,zhollo,EJG;JLC;RLC04;RLC10;ATR14;RLC14;VOT14;FSL15;VOT15
E0890,zai,xpata,s,x.pata,ND;VP;RLC10;VC17
E0146,zai,xpata ziña,s,x.pata zinya,EJG;ND;RLC10;VOT14;VC17
E0893,zai,xqui' baca,s,x.ki' ba*ka,JLC;RLC10
E0067,zai,xquicha na ahuela,s,(x.)gicha (na!) (a)we*la,JLC;RLC10;FSL14;VC17
E1194,zai,xquie' bi'cu',s,x.kye7 bi7ku,VC17
E0900,zai,xquixhi' mani',s,x.kixi!7 mani!7,EJG;JLC;ND;VP;RLC10
E0902,zai,xquixi bizaa,s,x.kizhi bi-zaa,JLC;RLC10;VC17
E1272,zai,xquixi seboya,s,x.kizhi sebo*ya,VC17
E0903,zai,xtaa biiu',s,x.taa biiwu*7,FSL12
E0819,zai,xtaga be'ñe',s,"(gye7) x.taga be!7nye, x.taga be!7ny, s.taga be!7nye [FSL12]",JLC;ND;RLC;VP;RLC10;FSL12;FSL15
E0905,zai,xtoope,s,x.too*pe*,RLC10;MLC14;RLC14;FSL15
E1211,zai,xtoope binni dxaba',s,x.too*pe* binni* dxaba!7,VC17
E0907,zai,xtropaju,s,xtropa*ju,JLC;RLC10
E1039,zai,xuba quichi',s,zhuba!7 kichi7,RLC10;VC17
E1029,zai,xuba',s,zhuba!7,EJG;JLC;VP;RLC04;RLC10
E1033,zai,xuba' bidxi,s,zhuba!7 bidxi,JLC;RLC10;VC17
E1034,zai,xuba' cubi,s,zhuba!7 ku*bi,RLC05;RLC10;VC17
E1035,zai,xuba' de,s,zhuba!7 de,JLC;RLC10;VC17
E1036,zai,xuba' guchi,s,zhuba!7 guchi,RLC10;VC17
E1044,zai,xuba' huayachi,s,zhuba!7 wa-y.a!chi,EJG;RLC11;RLC14
E1038,zai,xuba' moradu,s,zhuba!7 mora*du,RLC10;VC17
E0377,zai,xuba' ni gudo beeyu,s,zhuba!7 ni gu-d.o beeyu*,RGL03;RLC04;RLC10;VC17
E1275,zai,xuba' niyaa,s,zhuba!7 niyaa,GB17;VC17
E1041,zai,xuba' rooba',s,zhuba!7 rooba,JLC;RLC10
E1042,zai,xuba' rooba' dani,s,zhuba!7 rooba dani*,FSL13
E1045,zai,xuba' xiña',s,zhuba!7 zhi-nya*7,RLC10
E1047,zai,xuba' yuudxu',s,zhuba!7 yuudxu,RLC10;VC17
E1030,zai,xuba' ziña,s,zhuba!7 zinya,EJG;JLC;ND;RLC10;RLC14;FSL15;RLC15;VOT15;VC17
E0736,zai,xuba' ñe yaa,s,(zhuba!7) nye* yaa,ND;GB17
E1048,zai,xubaande',s,zhuba!ande,JLC;RLC10;GB17
E1197,zai,xuga,s,zhuga,VC17
E1237,zai,yaala bido',s,yaalla* bi-do7,JLC;RLC10
E1057,zai,yaala',s,yaalla*,EJG;JLC;ND;VP;RLC10;VC17
E1059,zai,yaana',s,yaana,EJG;JLC;ND;VP;RLC10;VC17
E0925,zai,yaga,s,yaga,EJG;JLC;ND;VP;RGL03;RLC10;RLC14;VOT14
E0125,zai,yaga bacua',s,(yaga) ba-kwa*7,JLC;ND;RLC10;BSL12;FSL14
E0126,zai,yaga bacua' dani,s,(yaga) ba-kwa*7 dani*,FSL14
E1120,zai,yaga bacua' guchi,s,(yaga) ba-kwa*7 guchi,RLC14
E1234,zai,yaga bacua' quichi',s,(yaga) ba-kwa*7 kichi!7,FSL17
E0143,zai,yaga bara bacana',s,(yaga) ba*ra ba-kana!7,RGL03;RLC04;RLC10;FSL15;RLC15;VOT15
E0116,zai,yaga bara seda,s,(yaga) ba*ra se*da,RLC10;FSL14;VOT14
E1127,zai,yaga bara seda xiña',s,(yaga) ba*ra se*da zhi-nya*7,FSL14;RLC14
E0927,zai,yaga beu',s,yaga beyu*7,JLC;RLC10;BSL12;FSL15;RLC15;FSL16
E0938,zai,yaga bia,s,yaga bya,RLC04;RLC10;VC17
E1148,zai,yaga biaa gueta,s,(yaga) byaa* geta,FSL16
E0296,zai,yaga biaa gueta chaahui',s,(yaga) byaa* geta cha!7wi ~ byaa* geta chaawi ~ byaa* wiini,RLC04;RLC10;FSL15;VOT15
E0295,zai,yaga biaa gueta gui'xhi',s,(yaga) byaa* geta gi7xi,EJG;JLC;VP;RLC04;RLC10;FSL16
E0939,zai,yaga biaaui,s,yaga b.yaawi*,JLC;RLC10;VC17
E0929,zai,yaga biadxi,s,yaga byadxi,EJG;JLC;ND;VP;RLC04;RLC10;VC17
E0178,zai,yaga bichiisa,s,yaga bi-chii*sa*,EJG;JLC;ND;RLC10;VOT12;FSL14;FSL15;VOT15
E1129,zai,yaga bichuga dxita,s,(yaga) bi-chuga dxita ~ bi-chuga dxita ~ bi-chuga,EJG;VP;RGL03;RLC10;FSL14
E0930,zai,yaga biduaa,s,yaga bi-dwaa,JLC;RGL03;RLC10;VC17
E0932,zai,yaga biga raagu',s,yaga biga raagu,JLC;RLC10;RLC14;VC17
E0933,zai,yaga bii,s,yaga bii*,JLC;RLC04;RLC10;FSL15
E0245,zai,yaga bioongo',s,(yaga) byoongo,EJG;JLC;VP;RLC04;RLC10;VOT15
E0246,zai,yaga bioongo' dani,s,(yaga) byoongo dani*,FSL12
E0248,zai,yaga biquiiche,s,(yaga) bi-kii*che*,EJG;VP;RLC10
E0250,zai,yaga biquiiche dani,s,(yaga) bi-kii*che* dani*,FSL12
E1178,zai,yaga biquiiche dxa',s,(yaga) bi-kii*che* dxa*7,VC17
E0249,zai,yaga biquiiche quichi',s,(yaga) bi-kii*che* bla*nku,FSL12
E0257,zai,yaga bitiaa,s,(yaga) bi-tyaa*,JLC;ND;VP;RGL03;RLC04;RLC10;RLC12;FSL15;RLC15
E0770,zai,yaga bizi lanna',s,(yaga) bizi lanna!7,JLC;RGL03;FSL12;FSL14
E0934,zai,yaga bojo,s,yaga bo*jo,RGL03;RLC04;RLC10;FSL14
E0282,zai,yaga bramboyan,s,(yaga) brambo-ya!n,RLC04;FSL12;RLC12
E0935,zai,yaga bugambilia,s,(yaga) bugambi*llya,JLC;RLC04;RLC10;RLC14
E0286,zai,yaga bugambilia quichi',s,(yaga) bugambi*llya kichi!7,RLC04;RLC10
E0287,zai,yaga bugambilia xiña',s,(yaga) bugambi*llya zhi-nya!7,RLC04;RLC10
E0937,zai,yaga bui',s,yaga bwi*7,RLC04;RLC10;VC17
E0936,zai,yaga buu,s,yaga buu*,RGL03;RLC10;FSL14
E1283,zai,yaga canela,s,yaga dani* ~ yaga kane*la,RLC10;RLC14
E0331,zai,yaga chu bi',s,(yaga) chu! bi7,EJG;JLC;ND;VP;RLC10;FSL15
E0943,zai,yaga chuga,s,yaga chuga,BSL12
E0332,zai,yaga chumaga muxe',s,(yaga) chu!-ma*ga muzhe!7,RLC10;FSL12
E0333,zai,yaga chumaga nguiiu',s,(yaga) chu!-ma*ga ngi!yu7,JLC;RLC10;FSL15
E0071,zai,yaga cobanu,s,(yaga) ko*ba+nu,JLC
E0940,zai,yaga coco,s,yaga ko*ko,JLC;RLC04;VC17
E0072,zai,yaga coros,s,yaga ko-ro!s,JLC;FSL14;RLC14
E0941,zai,yaga cuaananaxhi,s,yaga kwaana=naxi,EJG;FSL14;RLC14
E0944,zai,yaga dani,s,yaga dani* ~ yaga kane*la,RLC10;RLC14
E0346,zai,yaga du'ga',s,(yaga) du!7ga,EJG;VP;RLC04;RLC10;RLC14;RLC15;VOT15
E0074,zai,yaga dxima,s,(yaga) dxi*ma*,JLC;RLC10;FSL15
E1094,zai,yaga dxima yuxi,s,(yaga) dxi*ma* yuzhi,FSL15
E1264,zai,yaga giichi zhiga be,s,(yaga) giichi* zhiga be,JLC;RLC10
E0946,zai,yaga granada,s,yaga grana*da,JLC;RLC10;RLC14;VC17
E1077,zai,yaga granadiu,s,(yaga) grana-dyu!,JLC;RLC10
E0078,zai,yaga guenda bidxu,s,(yaga) genda* bi*dxu*,JLC;RLC10;VC17
E0948,zai,yaga guenda dxiña cha'hui',s,yaga genda* dxinya cha!7wi ~ yaga genda* dxinya ~ genda* dx^inya ~ enda* dxi^nya,JLC;VP;RLC04;RLC10;RLC14;FSL15;VOT15
E0393,zai,yaga guesa,s,(yaga) ge*sa*,EJG;JLC;ND;VP;FSL14
E0952,zai,yaga guie',s,yaga gye7,EJG;ND;VP;RLC10
E0535,zai,yaga guie' cha'chi',s,(yaga) gye7 cha7chi,EJG;ND;VP;RLC04;RLC10;RLC14;FSL15;VOT15
E0556,zai,yaga guie' niza,s,(yaga) gye7 niza,EJG;RGL03;RLC04;RLC10;CS12;VC12;FSL15;RLC15
E0565,zai,yaga guie' tiiqui,s,(yaga) gye7 tiiki*,EJG;JLC;VC;RLC10;FSL15;VOT15
E0576,zai,yaga guie' yaase',s,(yaga) gye7 yaase,EJG;JLC;VP;RLC10;RLC14;RLL14;VOT14
E0950,zai,yaga guiiba',s,yaga giiba,VC17
E0414,zai,yaga guiichi bateede,s,(yaga) giichi* ba-teede*,JLC;RLC10
E0418,zai,yaga guiichi bele,s,(yaga) giichi* belle,RLC10
E0435,zai,yaga guiichi biaa gueta,s,(yaga) giichi* byaa* geta,VP;RGL03;RLC04;RLC10;RLC14
E0420,zai,yaga guiichi bidoorre,s,(yaga) giichi* bi-doo*rre*,JLC;VP;RLC10;FSL15;FSL16
E0424,zai,yaga guiichi biduaa,s,(yaga) giichi* bi-dwaa,RLC14;FSL15;RLC15
E1167,zai,yaga guiichi biduaa huiini',s,(yaga) giichi* bi-dwaa wiini,RLC14;FSL15;RLC15
E1168,zai,yaga guiichi biduaa naro'ba',s,(yaga) giichi* bi-dwaa na-ro7ba,RLC14;FSL15;RLC15
E0327,zai,yaga guiichi lui',s,(yaga) giichi* lwi*7,JLC;RLC10;FSL16
E1201,zai,yaga guiichi xiga be,s,yaga giichi* zhiga be,VC17
E0080,zai,yaga guiichi yaa,s,(yaga) giichi* yaa,JLC;RLC14
E0582,zai,yaga huala'dxi',s,(yaga) wa-la!7dxi,JLC;RLC10
E1277,zai,yaga huecu,s,yaga we*ku,ND;RGL03;RLC04;RLC10
E0130,zai,yaga huigu',s,(yaga) wigu!7,EJG;JLC;ND;RGL03;RLC04;RLC10;FSL12
E0051,zai,yaga igu',s,(yaga) igu!7,RLC04;RLC10
E0618,zai,yaga la guiaa,s,(yaga) la* gyaa*,JLC;RGL03;RLC10;FSL14;PTV14;RLL14;FSL15
E1115,zai,yaga la guie,s,(yaga) la* gye,FSL15
E0619,zai,yaga la guitu,s,(yaga) la* gi^tu,EJG;JLC;ND;VP;RLC10;FSL12;ATR14;FSL14;JLC14;LLL14;RLC14
E0316,zai,yaga la guitu copal,s,(yaga la* gitu) ko-pa!l,FSL12;FSL15
E1093,zai,yaga la guitu guiichi,s,(yaga) la* gi^tu giichi*,FSL14;FSL15
E1092,zai,yaga la guitu quichi',s,(yaga) la* gi^tu kichi!',ATR14;JLC14;LLL14;RLC14;FSL15
E1091,zai,yaga la guitu xiña',s,(yaga) la* gi^tu zhinya*',FSL14;JLC14;LLL14;RLC14;VOT14;FSL15
E0085,zai,yaga la xhadxi,s,(yaga) la* xa*dxi,JLC;RLC14;RLL14
E0957,zai,yaga lima,s,yaga li*ma,RLC04;RLC14;VC17
E0958,zai,yaga limon,s,yaga li-mo!n,RLC04;VC17
E0672,zai,yaga ma lu'lu',s,(yaga) ma lu!7lu,JLC;FSL12
E0959,zai,yaga mandarina,s,(yaga) mandari*na,JLC;RLC04
E0086,zai,yaga mangu,s,yaga ma*ngu,JLC
E0961,zai,yaga mansana,s,yaga mansa*na,RLC04
E0784,zai,yaga naga',s,ya na-ga!7,RGL03;RLC10;RLC14;VC17
E0089,zai,yaga nanchi,s,yaga na*nchi,JLC
E0965,zai,yaga naranja,s,yaga nara*nja,JLC;RLC04;RLC10
E0966,zai,yaga ngaaxi',s,"yaga ngaazhi DEN:RLC04,RLC10",RGL03;VC17
E0967,zai,yaga niidxi,s,yaga niidxi* DEN:RLC14,RLC10
E0968,zai,yaga nin,s,yaga ni!n,RLC12
E0969,zai,yaga nisa,s,yaga nisa,JLC;RLC10;VC17
E0090,zai,yaga papaya,s,yaga papa*ya,RLC10;VC17
E0746,zai,yaga papaya gui'xhi',s,(yaga) papa*ya gi7xi,BSL12;FSL12;FSL14;MLC14;RLC14
E0743,zai,yaga papaya gunaa,s,(yaga) papa*ya gu-naa,RGL03;RLC04;RLC10;RLC14
E0091,zai,yaga papaya nguiu',s,(yaga) papa*ya ngyu!7,RGL03;RLC04;RLC10;VC17
E0971,zai,yaga pinu,s,(yaga) pinu,JLC;RLC04;RLC10
E1261,zai,yaga pirul,s,yaga pi-ru!l,VC17
E0765,zai,yaga piñon,s,(yaga) pi-nyo!n,JLC;RLC04;RLC10;VC17
E0972,zai,yaga queebe',s,yaga keebe,EJG;FSL14;MLL14;RLC14;VC17
E0973,zai,yaga rroble,s,(yaga) ro*ble,JLC;RLC04;RLC10
E1105,zai,yaga tachuela,s,yaga tachwe*la,FSL14
E0974,zai,yaga tama,s,(yaga) tama,JLC;RLC07;RLC10;CS12;FSL15
E0976,zai,yaga tini,s,yaga tini,RGL03;RLC10;FSL14
E0975,zai,yaga tinta,s,yaga ti*nta,FSL12
E0977,zai,yaga tuxhu,s,yaga tuxu,ND;RLC10;MLL14;VC17
E0978,zai,yaga ule,s,yaga u*le,RLC10
E1125,zai,yaga verde,s,yaga be*rrde,FSL13;RLL14
E0981,zai,yaga xhuxhu,s,yaga xuxu*,JLC;MLC14;RLC14
E1031,zai,yaga xuba' be'za',s,yaga zhuba!' be7za,JLC;RGL03;RLC10;BSL12;FSL12
E0982,zai,yaga xuga,s,yaga zhuga,EJG;JLC;RLC10;FSL12;FSL14;RLC14
E0983,zai,yaga yaa,s,yaga yaa,RGL03;RLC10;RLC14
E0984,zai,yaga yaabi',s,yaga yaabi,RGL03;RLC10;VC17
E1060,zai,yaga yaazi',s,(yaga) yaazi,EJG;RLC10;FSL12;FSL14;RLC14
E0052,zai,yaga yana',s,(yaga) yana!7,EJG;JLC;ND;RLC10;FSL12;VC12;MLC14;RLC14;RLL14;VOT14
E0987,zai,yaga yaxhu,s,yaga yaxu,RLC04;RLC10
E0991,zai,yaga zidi,s,yaga zidi,JLC;VC17
E0992,zai,yaga ziña,s,yaga zinya,EJG;JLC;ND;VP;RGL03;RLC04;RLC10;FSL15;RLC15;VOT15
E0970,zai,yaga ñee,s,yaga nyee,JLC;RLC10
E1053,zai,yape,s,ya*pe,EJG;ND;VP;RLC04;RLC10;VC17
E0997,zai,yaxhu,s,yaxu,EJG;JLC;ND;VP;RLC04;RLC10;RLC14
E0404,zai,yaya xuba',s,ya*ya* zhuba!7,VC17
E1258,zai,yaza,s,yaza,VC17
E1000,zai,yerba de cancer,s,ye*rba de+ ka*nser,RGL03;RLC04;RLC10
E1001,zai,yerbabuena,s,yerbabwe*na,JLC;RLC04;RLC10
E1002,zai,yerbadetoro,s,ye*rba de toro,RGL03;RLC04;RLC10;FSL12;FSL17
E1003,zai,yerbasanta,s,yerbasa*nta,JLC;RGL03;RLC04;RLC10;FSL12
E1004,zai,yonde',s,yonde!7,JLC;RLC10
E1006,zai,yu cue'la',s,yu kwe7la,RLC04;RLC10;VC17
E1007,zai,yudxi,s,yudxi*,JLC;VP;RLC10
E0800,zai,za biduni,s,za bi!-du*ni,EJG;JLC;ND;RLC10;FSL12;FSL14;RLC14;FSL15
E0801,zai,za biguini,s,za bi!-gi*ni,JLC;RLC10;FSL12;FSL15;VOT15
E1009,zai,za niñu,s,za ni*nyu,RLC04
E1011,zai,zana,s,zana,RGL03
E1012,zai,zana naxhi,s,za_na na_xi,EJG;ND;VC17
E1014,zai,zee,s,zee,EJG;JLC;ND;VP;RGL03;RLC04;RLC10
E0989,zai,zee huiini',s,zee wiini,RLC14
E1015,zai,ziidi',s,ziidi,EJG;ND
E1017,zai,ziña banda',s,zinya ba-nda*7,JLC;ND;RLC10;VC17
E1278,zai,ziña bidxi,s,zinya bidxi,VC17
E1018,zai,ziña bya,s,zinya bya,EJG;JLC;ND;RLC10
E1021,zai,ziña daa,s,zinya daa,JLC;RLC10;FSL14;VC17
E1022,zai,ziña yaa,s,zinya yaa,RGL03;RLC10;VC17
E0735,zai,ñaa,s,nyaa,JLC;ND;RLC10
E1267,zai,ñaa xcu,s,nyaa* x.ku,VC17
E1210,zai,ñee bandaga,s,nyee ba-ndaga,VC17
E1069,zai,ñee bidxiña,s,nyee bi-dxinya*,FSL14
E0737,zai,ñee yaga,s,nyee yaga,RGL03;RLC10
